kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
srad_v1-rodinia-3.6.sm_70.ptx 388 : 1024 9632 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 130 : 230912 1427584 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 50 : 229916 26518020 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 129 : 230912 2432128 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 49 : 229916 2345948 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 386 : 1024 0 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 128 : 230912 3028032 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 549 : 28736 256288 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 48 : 229916 2536376 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 385 : 1024 6816 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 127 : 230912 3000576 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 548 : 28736 273404 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 47 : 229916 1439404 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 384 : 1024 6688 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 126 : 230912 2995168 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 547 : 28736 916956 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 46 : 229916 2504500 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 383 : 1024 7136 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 125 : 230912 5998656 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 82 : 230400 2260032 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 419 : 270 1082 0 51 51 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 546 : 28736 903444 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 45 : 229916 1390760 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 382 : 1024 7136 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 534 : 229888 1811616 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 33 : 230400 4006080 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 370 : 1024 7104 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 533 : 229888 1735392 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 32 : 230400 1514912 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 369 : 1024 6912 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 532 : 229888 1786400 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 31 : 230400 1480256 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 368 : 1024 6528 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 30 : 230400 2224352 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 367 : 1024 7040 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 529 : 57472 508720 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 362 : 229888 1736384 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 28 : 230400 4104064 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 365 : 1024 10016 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 29 : 230400 3004576 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 366 : 1024 9792 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 535 : 229888 1488760 0 0 0 0 0 0 7184 
srad_v1-rodinia-3.6.sm_70.ptx 34 : 230400 1570272 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 371 : 1024 6368 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 35 : 230400 1760032 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 372 : 1024 7008 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 537 : 28736 231788 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 36 : 230400 2904 0 0 0 0 0 0 1 
srad_v1-rodinia-3.6.sm_70.ptx 373 : 1024 6336 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 539 : 28736 361700 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 38 : 229916 1539040 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 375 : 1024 6720 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 540 : 28736 906412 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 39 : 229916 2637320 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 376 : 1024 7136 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 541 : 28736 919848 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 40 : 229916 3577148 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 377 : 1024 6976 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 78 : 230400 5867904 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 415 : 270 2650 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 542 : 28736 273424 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 41 : 229916 85833168 0 0 0 28740 7185 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 378 : 1024 7328 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 79 : 230400 2960384 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 416 : 270 6824 0 51 51 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 543 : 28736 257664 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 42 : 229916 11664208 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 379 : 1024 6752 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 80 : 230400 2994560 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 417 : 270 6942 0 51 51 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 544 : 28736 242280 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 43 : 229916 2228092 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 380 : 1024 7168 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 81 : 230400 3028192 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 418 : 270 2430 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 545 : 28736 351412 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 44 : 229916 1551144 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 381 : 1024 7232 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 83 : 230400 1403936 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 84 : 230400 1442176 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 85 : 230400 3990368 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 422 : 6144 34880 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 86 : 230400 1615744 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 423 : 6144 36864 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 87 : 230400 1477664 0 0 0 0 0 0 0 
